url,name,brand,price,year,origin,transmission,body_type,engine,drive,mileage_km,seats,doors,exterior_color,interior_color,condition
https://bonbanh.com/xe-mercedes_benz-glc-250-4matic-2017-6358182,Mercedes Benz GLC 4Matic,Mercedes,855 Triệu,2017,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,100000,5,5,Đỏ,Nâu,Xe đã dùng
https://bonbanh.com/xe-hyundai-santafe-prestige-2.5l-htrac-2024-6375013,Hyundai SantaFe Prestige HTRAC,Hyundai,1 Tỷ 129 Triệu,2024,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.5 L,AWD - 4 bánh toàn thời gian,12000,7,5,Đỏ,Đen,Xe đã dùng
https://bonbanh.com/xe-mg-g50-1.5-at-lux-7s-2025-6473280,MG G50 Lux 7S,MG,770 Triệu,2025,Nhập khẩu,Số tự động,Van/Minivan,Xăng 1.5 L,FWD - Dẫn động cầu trước,1000,7,5,Đen,Đen,Xe đã dùng
https://bonbanh.com/xe-honda-hrv-g-2023-6485940,Honda HRV G,Honda,635 Triệu,2023,Nhập khẩu,Số tự động,Crossover,Xăng 1.5 L,FWD - Dẫn động cầu trước,30000,5,5,Đỏ,Đen,Xe đã dùng
https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2019-6331202,Hyundai i10 Grand,Hyundai,289 Triệu,2019,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.25 L,FWD - Dẫn động cầu trước,87000,5,4,Đồng,Nhiều màu,Xe đã dùng
https://bonbanh.com/xe-kia-carnival-signature-2.2d-2023-6271396,Kia Carnival Signature .2D,Kia,1 Tỷ 270 Triệu,2023,Lắp ráp trong nước,Số tự động,Van/Minivan,Dầu 2.2 L,FWD - Dẫn động cầu trước,45000,7,5,Xanh,Nâu,Xe đã dùng
https://bonbanh.com/xe-hyundai-elantra-1.6-at-dac-biet-2022-6406049,Hyundai Elantra Đặc biệt,Hyundai,535 Triệu,2022,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.6 L,FWD - Dẫn động cầu trước,35000,5,4,Trắng,Đen,Xe đã dùng
https://bonbanh.com/xe-mitsubishi-pajero-sport-2.4d-4x4-at-2021-6434081,Mitsubishi Pajero Sport .4D,Mitsubishi,900 Triệu,2021,Nhập khẩu,Số tự động,SUV,Dầu 2.4 L,4WD - Dẫn động 4 bánh,30000,7,5,Trắng,Đen,Xe đã dùng
https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2024-6351886,Ford Everest Titanium Plus,Ford,1 Tỷ 379 Triệu,2024,Nhập khẩu,Số tự động,SUV,Dầu 2.0 L,4WD - Dẫn động 4 bánh,25000,7,5,Nâu,Đen,Xe đã dùng
https://bonbanh.com/xe-lexus-lm-500h-2024-6340994,Lexus LM 500h,Lexus,8 Tỷ 390 Triệu,2024,Nhập khẩu,Số tự động,Van/Minivan,Hybrid 2.4 L,AWD - 4 bánh toàn thời gian,11000,6,5,Đen,-,Xe đã dùng
https://bonbanh.com/xe-mercedes_benz-s_class-s450l-2020-6333826,Mercedes Benz S class S450L,Mercedes,2 Tỷ 250 Triệu,2020,Lắp ráp trong nước,Số tự động,Sedan,Xăng 3.0 L,RFD - Dẫn động cầu sau,50000,5,4,Trắng,Nâu,Xe đã dùng
https://bonbanh.com/xe-landrover-range_rover_velar-r-dynamic-se-2.0-2019-6473301,LandRover Range Rover Velar R Dynamic SE,Range Rover,2 Tỷ 299 Triệu,2019,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,86000,5,5,Xám,Đen,Xe đã dùng
https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-6471771,Toyota Corolla Cross .8V,Toyota,725 Triệu,2022,Nhập khẩu,Số tự động,SUV,Xăng 1.8 L,FWD - Dẫn động cầu trước,45000,5,5,Trắng,Đỏ,Xe đã dùng
https://bonbanh.com/xe-vinfast-vf8-eco-awd-2022-6450280,VinFast VF8 Eco,Vinfast,670 Triệu,2022,Lắp ráp trong nước,Số tự động,SUV,Điện,AWD - 4 bánh toàn thời gian,69000,5,5,Trắng,Đen,Xe đã dùng
https://bonbanh.com/xe-lynk_co-01-hyper-pro-2024-6398705,Lynk & Co Hyper Pro,Lynk,859 Triệu,2024,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,FWD - Dẫn động cầu trước,21000,5,5,Xanh,Nhiều màu,Xe đã dùng
https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-6328968,Toyota Corolla Cross .8V,Toyota,705 Triệu,2022,Nhập khẩu,Số tự động,SUV,Xăng 1.8 L,FWD - Dẫn động cầu trước,40000,5,5,Bạc,Đen,Xe đã dùng
https://bonbanh.com/xe-lexus-es-250-2016-5216413,Lexus ES,Lexus,1 Tỷ 199 Triệu,2016,Nhập khẩu,Số tự động,Sedan,Xăng 2.5 L,FWD - Dẫn động cầu trước,50000,5,4,Trắng,Nâu,Xe đã dùng
https://bonbanh.com/xe-mercedes_benz-glc-250-4matic-2017-6358182,Mercedes Benz GLC 4Matic,Mercedes,855 Triệu,2017,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,100000,5,5,Đỏ,Nâu,Xe đã dùng
https://bonbanh.com/xe-hyundai-santafe-prestige-2.5l-htrac-2024-6375013,Hyundai SantaFe Prestige HTRAC,Hyundai,1 Tỷ 129 Triệu,2024,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.5 L,AWD - 4 bánh toàn thời gian,12000,7,5,Đỏ,Đen,Xe đã dùng
https://bonbanh.com/xe-mg-g50-1.5-at-lux-7s-2025-6473280,MG G50 Lux 7S,MG,770 Triệu,2025,Nhập khẩu,Số tự động,Van/Minivan,Xăng 1.5 L,FWD - Dẫn động cầu trước,1000,7,5,Đen,Đen,Xe đã dùng
https://bonbanh.com/xe-honda-hrv-g-2023-6485940,Honda HRV G,Honda,635 Triệu,2023,Nhập khẩu,Số tự động,Crossover,Xăng 1.5 L,FWD - Dẫn động cầu trước,30000,5,5,Đỏ,Đen,Xe đã dùng
https://bonbanh.com/xe-kia-carnival-premium-2.2d-2022-6472679,Kia Carnival Premium .2D,Kia,1 Tỷ 28 Triệu,2022,Lắp ráp trong nước,Số tự động,Van/Minivan,Dầu 2.2 L,FWD - Dẫn động cầu trước,100000,7,5,Đỏ,Nâu,Xe đã dùng
https://bonbanh.com/xe-ford-explorer-limited-2.3l-ecoboost-2019-6269501,Ford Explorer Limited EcoBoost,Ford,1 Tỷ 70 Triệu,2019,Nhập khẩu,Số tự động,SUV,Xăng 2.3 L,AWD - 4 bánh toàn thời gian,68000,7,5,Đen,Đen,Xe đã dùng
https://bonbanh.com/xe-mazda-cx5-2.0-at-2014-6351133,Mazda CX5,Mazda,415 Triệu,2014,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,FWD - Dẫn động cầu trước,92000,5,5,Xám,Đen,Xe đã dùng
https://bonbanh.com/xe-hyundai-santafe-prestige-2.5l-htrac-2024-6375013,Hyundai SantaFe Prestige HTRAC,Hyundai,1 Tỷ 129 Triệu,2024,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.5 L,AWD - 4 bánh toàn thời gian,12000,7,5,Đỏ,Đen,Xe đã dùng
https://bonbanh.com/xe-mg-g50-1.5-at-lux-7s-2025-6473280,MG G50 Lux 7S,MG,770 Triệu,2025,Nhập khẩu,Số tự động,Van/Minivan,Xăng 1.5 L,FWD - Dẫn động cầu trước,1000,7,5,Đen,Đen,Xe đã dùng
https://bonbanh.com/xe-honda-hrv-g-2023-6485940,Honda HRV G,Honda,635 Triệu,2023,Nhập khẩu,Số tự động,Crossover,Xăng 1.5 L,FWD - Dẫn động cầu trước,30000,5,5,Đỏ,Đen,Xe đã dùng
https://bonbanh.com/xe-kia-carnival-premium-2.2d-2022-6472679,Kia Carnival Premium .2D,Kia,1 Tỷ 28 Triệu,2022,Lắp ráp trong nước,Số tự động,Van/Minivan,Dầu 2.2 L,FWD - Dẫn động cầu trước,100000,7,5,Đỏ,Nâu,Xe đã dùng
https://bonbanh.com/xe-ford-explorer-limited-2.3l-ecoboost-2019-6269501,Ford Explorer Limited EcoBoost,Ford,1 Tỷ 70 Triệu,2019,Nhập khẩu,Số tự động,SUV,Xăng 2.3 L,AWD - 4 bánh toàn thời gian,68000,7,5,Đen,Đen,Xe đã dùng
https://bonbanh.com/xe-mazda-cx5-2.0-at-2014-6351133,Mazda CX5,Mazda,415 Triệu,2014,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,FWD - Dẫn động cầu trước,92000,5,5,Xám,Đen,Xe đã dùng
https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2023-6485946,Toyota Corolla Cross .8V,Toyota,745 Triệu,2023,Nhập khẩu,Số tự động,SUV,Xăng 1.8 L,FWD - Dẫn động cầu trước,30000,5,5,Trắng,Nâu,Xe đã dùng
https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-htrac-dac-biet-2025-6454510,Hyundai Tucson Turbo HTRAC Đặc biệt,Hyundai,986 Triệu,2025,Lắp ráp trong nước,Số tự động,Crossover,Xăng 1.6 L,AWD - 4 bánh toàn thời gian,0,5,5,Trắng,Đen,Xe đã dùng
https://bonbanh.com/xe-mercedes_benz-glc-200-2020-6484683,Mercedes Benz GLC,Mercedes,1 Tỷ 99 Triệu,2020,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,RFD - Dẫn động cầu sau,90000,5,5,Trắng,Đen,Xe đã dùng
https://bonbanh.com/xe-mg-rx5-1.5t-lux-2023-6479046,MG RX5 LUX,MG,580 Triệu,2023,Nhập khẩu,Số tự động,Crossover,Xăng 1.5 L,FWD - Dẫn động cầu trước,30000,5,5,Đen,Đen,Xe đã dùng
https://bonbanh.com/xe-mazda-3-1.5l-sport-luxury-2023-6461436,Mazda Sport Luxury,Mazda,568 Triệu,2023,Lắp ráp trong nước,Số tự động,Hatchback,Xăng 1.5 L,FWD - Dẫn động cầu trước,25000,5,5,Trắng,Đen,Xe đã dùng
https://bonbanh.com/xe-lexus-rx-350-2009-6432300,Lexus RX,Lexus,719 Triệu,2009,Nhập khẩu,Số tự động,SUV,Xăng 3.5 L,FWD - Dẫn động cầu trước,70000,5,5,Đỏ,Vàng,Xe đã dùng
https://bonbanh.com/xe-mercedes_benz-c_class-c200-exclusive-2021-6457517,Mercedes Benz C class C200 Exclusive,Mercedes,995 Triệu,2021,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,RFD - Dẫn động cầu sau,36000,5,4,Đỏ,Đen,Xe đã dùng
https://bonbanh.com/xe-lexus-rx-300-2021-6413207,Lexus RX,Lexus,2 Tỷ 889 Triệu,2021,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,70000,5,5,Đen,Nâu,Xe đã dùng
https://bonbanh.com/xe-mercedes_benz-c_class-c200-2019-6335098,Mercedes Benz C class C200,Mercedes,777 Triệu,2019,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,RFD - Dẫn động cầu sau,80000,5,4,Đỏ,Cam,Xe đã dùng
https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2017-6457227,Toyota Fortuner .7V,Toyota,668 Triệu,2017,Nhập khẩu,Số tự động,SUV,Xăng 2.7 L,RFD - Dẫn động cầu sau,100000,7,5,Đen,Nâu,Xe đã dùng
https://bonbanh.com/xe-volvo-xc60-inscription-b6-awd-2022-6449308,Volvo XC60 Inscription B6,Volvo,1 Tỷ 799 Triệu,2022,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,34000,5,5,Đen,Nâu,Xe đã dùng
https://bonbanh.com/xe-kia-morning-si-at-2016-6335461,Kia Morning Si,Kia,245 Triệu,2016,Lắp ráp trong nước,Số tự động,Hatchback,Xăng 1.25 L,FWD - Dẫn động cầu trước,86000,5,5,Trắng,Xám,Xe đã dùng
https://bonbanh.com/xe-peugeot-3008-gt-2022-6452441,Peugeot GT,Peugeot,825 Triệu,2022,Lắp ráp trong nước,Số tự động,Crossover,Xăng 1.6 L,FWD - Dẫn động cầu trước,37000,5,5,Trắng,Nâu,Xe đã dùng
https://bonbanh.com/xe-landrover-range_rover_sport-dynamic-se-p400-3.0-at-2022-6386218,LandRover Range Rover Sport Dynamic SE P400,Range Rover,5 Tỷ 979 Triệu,2022,Nhập khẩu,Số tự động,SUV,Xăng 3.0 L,AWD - 4 bánh toàn thời gian,100000,7,5,Đen,Nâu,Xe đã dùng
https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-htrac-dac-biet-2025-6454510,Hyundai Tucson Turbo HTRAC Đặc biệt,Hyundai,986 Triệu,2025,Lắp ráp trong nước,Số tự động,Crossover,Xăng 1.6 L,AWD - 4 bánh toàn thời gian,0,5,5,Trắng,Đen,Xe đã dùng
https://bonbanh.com/xe-mercedes_benz-glc-200-2020-6484683,Mercedes Benz GLC,Mercedes,1 Tỷ 99 Triệu,2020,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,RFD - Dẫn động cầu sau,90000,5,5,Trắng,Đen,Xe đã dùng
https://bonbanh.com/xe-mg-rx5-1.5t-lux-2023-6479046,MG RX5 LUX,MG,580 Triệu,2023,Nhập khẩu,Số tự động,Crossover,Xăng 1.5 L,FWD - Dẫn động cầu trước,30000,5,5,Đen,Đen,Xe đã dùng
https://bonbanh.com/xe-mazda-3-1.5l-sport-luxury-2023-6461436,Mazda Sport Luxury,Mazda,568 Triệu,2023,Lắp ráp trong nước,Số tự động,Hatchback,Xăng 1.5 L,FWD - Dẫn động cầu trước,25000,5,5,Trắng,Đen,Xe đã dùng
https://bonbanh.com/xe-lexus-rx-350-2009-6432300,Lexus RX,Lexus,719 Triệu,2009,Nhập khẩu,Số tự động,SUV,Xăng 3.5 L,FWD - Dẫn động cầu trước,70000,5,5,Đỏ,Vàng,Xe đã dùng
https://bonbanh.com/xe-mercedes_benz-c_class-c200-exclusive-2021-6457517,Mercedes Benz C class C200 Exclusive,Mercedes,995 Triệu,2021,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,RFD - Dẫn động cầu sau,36000,5,4,Đỏ,Đen,Xe đã dùng
https://bonbanh.com/xe-lexus-rx-300-2021-6413207,Lexus RX,Lexus,2 Tỷ 889 Triệu,2021,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,70000,5,5,Đen,Nâu,Xe đã dùng
https://bonbanh.com/xe-mercedes_benz-c_class-c200-2019-6335098,Mercedes Benz C class C200,Mercedes,777 Triệu,2019,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,RFD - Dẫn động cầu sau,80000,5,4,Đỏ,Cam,Xe đã dùng
https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2017-6457227,Toyota Fortuner .7V,Toyota,668 Triệu,2017,Nhập khẩu,Số tự động,SUV,Xăng 2.7 L,RFD - Dẫn động cầu sau,100000,7,5,Đen,Nâu,Xe đã dùng
https://bonbanh.com/xe-volvo-xc60-inscription-b6-awd-2022-6449308,Volvo XC60 Inscription B6,Volvo,1 Tỷ 799 Triệu,2022,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,34000,5,5,Đen,Nâu,Xe đã dùng
https://bonbanh.com/xe-kia-morning-si-at-2016-6335461,Kia Morning Si,Kia,245 Triệu,2016,Lắp ráp trong nước,Số tự động,Hatchback,Xăng 1.25 L,FWD - Dẫn động cầu trước,86000,5,5,Trắng,Xám,Xe đã dùng
https://bonbanh.com/xe-peugeot-3008-gt-2022-6452441,Peugeot GT,Peugeot,825 Triệu,2022,Lắp ráp trong nước,Số tự động,Crossover,Xăng 1.6 L,FWD - Dẫn động cầu trước,37000,5,5,Trắng,Nâu,Xe đã dùng
https://bonbanh.com/xe-landrover-range_rover_sport-dynamic-se-p400-3.0-at-2022-6386218,LandRover Range Rover Sport Dynamic SE P400,Range Rover,5 Tỷ 979 Triệu,2022,Nhập khẩu,Số tự động,SUV,Xăng 3.0 L,AWD - 4 bánh toàn thời gian,100000,7,5,Đen,Nâu,Xe đã dùng
https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2018-6350383,Mazda CX5,Mazda,595 Triệu,2018,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.5 L,FWD - Dẫn động cầu trước,70000,5,5,Xanh,Đen,Xe đã dùng
https://bonbanh.com/xe-toyota-hilux-2.8l-4x4-at-2021-6481184,Toyota Hilux,Toyota,870 Triệu,2021,Nhập khẩu,Số tự động,Bán tải / Pickup,Dầu 2.8 L,4WD - Dẫn động 4 bánh,90000,5,4,Đen,Đen,Xe đã dùng
https://bonbanh.com/xe-landrover-range_rover_evoque-dynamic-2012-6416270,LandRover Range Rover Evoque Dynamic,Range Rover,425 Triệu,2012,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,0,5,5,Trắng,Nâu,Xe đã dùng
https://bonbanh.com/xe-bmw-3_series-320i-2016-6388239,BMW Series 320i,BMW,560 Triệu,2016,Nhập khẩu,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,110000,5,4,Trắng,Kem,Xe đã dùng
https://bonbanh.com/xe-lexus-rx-350-2017-6328471,Lexus RX,Lexus,2 Tỷ 350 Triệu,2017,Nhập khẩu,Số tự động,SUV,Xăng 3.5 L,AWD - 4 bánh toàn thời gian,110000,5,5,Đen,Nâu,Xe đã dùng
https://bonbanh.com/xe-mini-cooper-jcw-convertible-2020-6416847,Mini Cooper JCW Convertible,Mini,1 Tỷ 580 Triệu,2020,Nhập khẩu,Số tự động,Convertible/Cabriolet,Xăng 2.0 L,FWD - Dẫn động cầu trước,29000,5,2,Trắng,Đen,Xe đã dùng
https://bonbanh.com/xe-lexus-rx-350-f-sport-2019-6298363,Lexus RX F Sport,Lexus,2 Tỷ 790 Triệu,2019,Nhập khẩu,Số tự động,SUV,Xăng 3.5 L,AWD - 4 bánh toàn thời gian,129000,5,5,Trắng,Đỏ,Xe đã dùng
https://bonbanh.com/xe-landrover-range_rover_evoque-dynamic-2012-6416270,LandRover Range Rover Evoque Dynamic,Range Rover,425 Triệu,2012,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,0,5,5,Trắng,Nâu,Xe đã dùng
https://bonbanh.com/xe-bmw-3_series-320i-2016-6388239,BMW Series 320i,BMW,560 Triệu,2016,Nhập khẩu,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,110000,5,4,Trắng,Kem,Xe đã dùng
https://bonbanh.com/xe-lexus-rx-350-2017-6328471,Lexus RX,Lexus,2 Tỷ 350 Triệu,2017,Nhập khẩu,Số tự động,SUV,Xăng 3.5 L,AWD - 4 bánh toàn thời gian,110000,5,5,Đen,Nâu,Xe đã dùng
https://bonbanh.com/xe-mini-cooper-jcw-convertible-2020-6416847,Mini Cooper JCW Convertible,Mini,1 Tỷ 580 Triệu,2020,Nhập khẩu,Số tự động,Convertible/Cabriolet,Xăng 2.0 L,FWD - Dẫn động cầu trước,29000,5,2,Trắng,Đen,Xe đã dùng
https://bonbanh.com/xe-lexus-rx-350-f-sport-2019-6298363,Lexus RX F Sport,Lexus,2 Tỷ 790 Triệu,2019,Nhập khẩu,Số tự động,SUV,Xăng 3.5 L,AWD - 4 bánh toàn thời gian,129000,5,5,Trắng,Đỏ,Xe đã dùng
https://bonbanh.com/xe-ford-territory-titanium-1.5-at-2024-6473983,Ford Territory Titanium,Ford,785 Triệu,2024,Lắp ráp trong nước,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,11000,5,5,Trắng,Đen,Xe đã dùng
https://bonbanh.com/xe-vinfast-lux_a_2.0-plus-2.0-at-2021-6200197,VinFast Lux A Plus,Vinfast,599 Triệu,2021,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,27000,5,4,Xanh,Nâu,Xe đã dùng
https://bonbanh.com/xe-honda-civic-1.8-at-2010-6485933,Honda Civic,Honda,245 Triệu,2010,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.8 L,FWD - Dẫn động cầu trước,120000,5,4,Xám,-,Xe đã dùng
https://bonbanh.com/xe-mercedes_benz-glc-250-4matic-2018-6286947,Mercedes Benz GLC 4Matic,Mercedes,950 Triệu,2018,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,80000,5,5,Trắng,Nâu,Xe đã dùng
https://bonbanh.com/xe-mercedes_benz-g_class-g63-amg-2022-6428481,Mercedes Benz G class G63 AMG,Mercedes,9 Tỷ 900 Triệu,2022,Nhập khẩu,Số tự động,SUV,Xăng 4.0 L,AWD - 4 bánh toàn thời gian,17000,5,5,Trắng,Đỏ,Xe đã dùng
https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2015-6306222,Mercedes Benz S class S400L,Mercedes,1 Tỷ 230 Triệu,2015,Lắp ráp trong nước,Số tự động,Sedan,Xăng 3.0 L,RFD - Dẫn động cầu sau,96560,5,4,Trắng,Nâu,Xe đã dùng
https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-3.0-2014-6245644,LandRover Range Rover Autobiography LWB,Range Rover,2 Tỷ 390 Triệu,2014,Nhập khẩu,Số tự động,SUV,Xăng 3.0 L,AWD - 4 bánh toàn thời gian,130000,5,5,Xanh,Đỏ,Xe đã dùng
https://bonbanh.com/xe-toyota-yaris-1.5g-2019-6485932,Toyota Yaris .5G,Toyota,445 Triệu,2019,Nhập khẩu,Số tự động,Hatchback,Xăng 1.5 L,FWD - Dẫn động cầu trước,60000,5,5,Cam,Kem,Xe đã dùng
https://bonbanh.com/xe-lexus-lx-570-2016-5216466,Lexus LX,Lexus,4 Tỷ 850 Triệu,2016,Nhập khẩu,Số tự động,SUV,Xăng 5.7 L,AWD - 4 bánh toàn thời gian,60000,7,5,Trắng,Nâu,Xe đã dùng
https://bonbanh.com/xe-lexus-gx-460-2009-6420859,Lexus GX,Lexus,1 Tỷ 120 Triệu,2009,Nhập khẩu,Số tự động,SUV,Xăng 4.6 L,AWD - 4 bánh toàn thời gian,220000,7,5,Đen,Đỏ,Xe đã dùng
https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2023-6474623,Ford Ranger XLS,Ford,627 Triệu,2023,Lắp ráp trong nước,Số tự động,Bán tải / Pickup,Dầu 2.0 L,RFD - Dẫn động cầu sau,40000,5,4,Đen,Đen,Xe đã dùng
https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2020-6226267,Mercedes Benz GLC 4Matic,Mercedes,1 Tỷ 195 Triệu,2020,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,56000,5,5,Đen,Đen,Xe đã dùng
https://bonbanh.com/xe-mg-5-luxury-1.5-at-2024-6373442,MG Luxury,MG,465 Triệu,2024,Nhập khẩu,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,10000,5,4,Vàng,Đen,Xe đã dùng
https://bonbanh.com/xe-peugeot-2008-gt-line-1.2-at-2022-6475776,Peugeot GT Line,Peugeot,645 Triệu,2022,Lắp ráp trong nước,Số tự động,Crossover,Xăng 1.2 L,FWD - Dẫn động cầu trước,60000,5,5,Trắng,Đen,Xe đã dùng
https://bonbanh.com/xe-mercedes_benz-e_class-e250-2017-6434232,Mercedes Benz E class E250,Mercedes,830 Triệu,2017,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,110000,5,4,Xanh,Đen,Xe đã dùng
https://bonbanh.com/xe-bmw-3_series-320i-2016-6388239,BMW Series 320i,BMW,560 Triệu,2016,Nhập khẩu,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,110000,5,4,Trắng,Kem,Xe đã dùng
https://bonbanh.com/xe-lexus-rx-350-2017-6328471,Lexus RX,Lexus,2 Tỷ 350 Triệu,2017,Nhập khẩu,Số tự động,SUV,Xăng 3.5 L,AWD - 4 bánh toàn thời gian,110000,5,5,Đen,Nâu,Xe đã dùng
https://bonbanh.com/xe-mini-cooper-jcw-convertible-2020-6416847,Mini Cooper JCW Convertible,Mini,1 Tỷ 580 Triệu,2020,Nhập khẩu,Số tự động,Convertible/Cabriolet,Xăng 2.0 L,FWD - Dẫn động cầu trước,29000,5,2,Trắng,Đen,Xe đã dùng
https://bonbanh.com/xe-lexus-rx-350-f-sport-2019-6298363,Lexus RX F Sport,Lexus,2 Tỷ 790 Triệu,2019,Nhập khẩu,Số tự động,SUV,Xăng 3.5 L,AWD - 4 bánh toàn thời gian,129000,5,5,Trắng,Đỏ,Xe đã dùng
https://bonbanh.com/xe-ford-territory-titanium-1.5-at-2024-6473983,Ford Territory Titanium,Ford,785 Triệu,2024,Lắp ráp trong nước,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,11000,5,5,Trắng,Đen,Xe đã dùng
https://bonbanh.com/xe-vinfast-lux_a_2.0-plus-2.0-at-2021-6200197,VinFast Lux A Plus,Vinfast,599 Triệu,2021,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,27000,5,4,Xanh,Nâu,Xe đã dùng
https://bonbanh.com/xe-honda-civic-1.8-at-2010-6485933,Honda Civic,Honda,245 Triệu,2010,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.8 L,FWD - Dẫn động cầu trước,120000,5,4,Xám,-,Xe đã dùng
https://bonbanh.com/xe-mercedes_benz-glc-250-4matic-2018-6286947,Mercedes Benz GLC 4Matic,Mercedes,950 Triệu,2018,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,80000,5,5,Trắng,Nâu,Xe đã dùng
https://bonbanh.com/xe-mercedes_benz-g_class-g63-amg-2022-6428481,Mercedes Benz G class G63 AMG,Mercedes,9 Tỷ 900 Triệu,2022,Nhập khẩu,Số tự động,SUV,Xăng 4.0 L,AWD - 4 bánh toàn thời gian,17000,5,5,Trắng,Đỏ,Xe đã dùng
https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2015-6306222,Mercedes Benz S class S400L,Mercedes,1 Tỷ 230 Triệu,2015,Lắp ráp trong nước,Số tự động,Sedan,Xăng 3.0 L,RFD - Dẫn động cầu sau,96560,5,4,Trắng,Nâu,Xe đã dùng
https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-3.0-2014-6245644,LandRover Range Rover Autobiography LWB,Range Rover,2 Tỷ 390 Triệu,2014,Nhập khẩu,Số tự động,SUV,Xăng 3.0 L,AWD - 4 bánh toàn thời gian,130000,5,5,Xanh,Đỏ,Xe đã dùng
